17,7841
14,4228
11,9515
13,6314
18,5621
13,8591
11,7968
16,9167
12,7742
12,4911
17,6169
13,1187
18,7838
14,6963
15,9899
15,4434
11,7579
13,3191
10,6554
12,0611
15,3932
14,2572
15,9291
10,031
14,9316
17,2056
11,1466
20,228
17,7289
11,2978
13,6462
15,5802
20,1141
12,6276
10,5852
14,9657
12,9454
10,8617
13,6585
7,7776
16,0385
18,2629
18,7725
16,6261
16,2237
15,7228
13,2478
18,7181
16,9762
17,5723
18,7531
17,569
17,911
18,2479
15,6861
16,1686
13,4376
12,2648
14,8909
14,7551
12,4633
12,8298
11,3381
17,1921
17,6304
13,9301
18,423
9,2469
15,0845
14,2274
17,7625
20,5814
20,0472
11,6429
16,8869
16,2129
15,3786
15,3338
15,1451
14,378
13,2534
18,6629
19,0578
15,4278
17,5566
15,5018
15,0559
18,8507
18,6433
17,7611
10,9825
11,8005
11,9133
12,9369
13,2599
8,1382
11,3912
11,1379
14,9605
12,8422
15,4682
14,534
12,6268
13,7795
12,7389
10,3629
15,55
12,9385
17,217
13,0967
12,9817
16,3115
11,1465
14,2665
16,4315
13,9428
20,6325
13,3302
15,6521
11,777
19,1673
13,9658
17,358
16,923
15,0038
16,7736
13,9354
14,7484
18,1052
19,1617
11,4486
16,4505
15,2626
15,7377
13,8039
11,1509
16,9544
19,938
18,8995
18,114
17,1777
20,1378
15,9478
14,4783
17,609
14,6977
8,6453
14,3217
11,069
9,9348
13,3469
20,7096
13,4945
16,8985
16,4617
13,0619
13,5842
14,9797
11,6003
15,3231
12,9273
15,3959
12,2112
12,3958
17,6945
15,1437
13,4437
14,7282
9,9924
13,8311
14,7848
11,1291
12,8488
10,82
9,8089
16,9007
13,0658
14,4012
20,6519
11,7884
12,3636
11,2537
13,721
12,8564
12,7369
11,34
12,1295
20,0904
19,3944
16,1537
15,8316
18,8407
17,3069
22,2714
13,8563
17,768
9,7272
11,1087
14,4266
18,9455
19,4727
10,2154
13,186
18,3544
11,6166
13,8008
11,952
18,4025
15,4441
18,8197
18,1147
12,9571
15,1082
21,7668
16,4217
9,591
10,9216
19,0882
18,1206
13,6855
18,9176
15,0881
10,7822
14,593
12,2812
14,8025
15,575
18,6654
11,0243
14,815
13,4321
11,8545
14,532
11,4955
15,3913
13,3189
16,1044
16,5789
18,3025
13,9986
10,3554
17,0732
12,6373
16,3006
15,604
14,702
15,3558
16,6873
15,4528
17,7249
15,7737
11,7331
10,5418
16,2685
10,4941
13,77
14,5021
14,8803
9,4936
20,2363
11,3302
9,9685
17,215
12,0156
18,2057
18,0581
17,5752
16,8757
12,7547
13,8993
13,6172
8,3681
14,002
11,2146
18,4192
15,7013
11,8516
15,3133
14,1904
18,3307
15,463
17,0238
15,3199
14,0917
14,964
19,6046
13,811
22,4289
17,151
17,1246
11,958
18,092
14,8452
14,6631
19,2418
12,084
16,8587
17,3059
17,2737
17,9379
