10,2616
11,3428
7,4301
11,7226
8,2145
11,5682
15,9229
11,1966
8,07
6,0077
13,769
9,487
9,7149
13,5733
8,7786
12,8673
15,7426
7,2629
8,347
8,0491
9,2115
11,4721
10,405
10,328
13,0271
10,7256
10,435
8,1436
15,0832
9,7924
11,8695
9,0862
11,3422
5,2394
13,0373
6,6285
11,6526
5,7769
12,8664
10,5668
14,0504
10,1528
18,5376
7,1597
16,2628
14,2535
11,0032
7,822
7,9867
11,32
8,8957
8,011
9,7304
9,0084
12,8917
8,9706
12,252
11,6705
10,7756
9,7169
9,2497
9,7099
7,2016
11,826
11,28
9,8788
11,3881
10,8497
8,7035
14,0925
11,0972
9,9196
9,9318
13,6223
12,1804
10,4249
9,253
9,6878
11,7401
11,4984
4,4426
10,8527
8,663
8,5962
7,7063
9,8648
11,6809
10,3065
11,4658
7,4523
7,5525
4,462
8,5352
16,2064
6,7525
10,0014
9,5231
9,1272
12,514
11,4448
5,9381
12,8484
7,171
7,4512
8,9581
12,4731
8,2097
11,506
9,3791
8,9132
6,8974
6,8597
11,999
14,0742
13,4774
8,1611
11,9782
7,9952
6,8725
8,2814
11,6503
9,1432
8,1366
10,9465
12,1953
11,9958
10,8809
8,4539
9,4495
11,1049
14,8833
15,0407
11,4244
6,957
5,5757
12,8441
14,066
12,5851
11,9167
8,1091
17,2503
11,4876
13,2452
9,0453
8,8076
14,4675
8,5595
17,842
13,4341
10,8509
16,6023
6,6913
15,9975
10,4929
12,708
9,7039
6,346
11,4088
16,4578
10,5576
10,6972
10,7222
10,0617
6,1146
10,6833
14,3445
13,4599
12,9544
10,2467
9,4678
10,089
10,2611
8,8578
11,7949
7,189
15,8438
8,3326
9,8625
10,731
9,7495
7,6215
7,4398
15,2883
15,4941
11,1305
15,6491
4,4106
8,7983
15,0451
13,9303
3,6109
10,5855
9,2643
4,3069
10,0171
13,4733
5,0491
13,4981
3,8591
2,9743
11,061
6,6447
5,9876
8,8058
16,8552
14,63
12,6234
9,0396
10,4346
12,8419
8,5408
11,8483
6,7204
8,8004
11,5707
15,9232
13,665
12,4516
7,7534
11,1938
7,1326
11,9813
13,4414
9,2944
13,0686
7,3331
10,7126
6,5784
5,4545
9,6298
12,8192
9,6748
11,2133
8,6851
6,3374
6,3874
11,2561
2,7532
13,4023
12,8857
11,1232
11,4901
11,5697
14,1225
12,3261
6,0912
11,7463
11,483
13,6713
7,2441
13,245
8,85
13,856
11,8595
6,3166
16,3577
9,4423
12,1664
5,9358
12,1613
9,2927
12,3846
10,0458
10,9122
4,4979
9,2166
8,8488
12,9761
9,2134
12,679
13,2349
9,4905
10,487
7,8835
10,9996
7,7153
5,0164
7,4381
9,4636
15,3422
13,1091
7,7426
10,2156
15,5452
10,4041
10,7424
11,2854
5,201
7,0052
14,0497
14,3948
12,3365
10,8407
11,8535
7,051
8,1346
7,7482
11,1976
11,8029
6,0832
