11,0431
16,315
9,6206
12,7664
11,0821
9,6482
3,8421
13,385
9,3703
10,0613
3,921
10,8823
5,0464
20,7271
9,8631
6,8106
8,8712
8,4023
8,1449
2,2533
16,7402
7,4295
19,9838
16,3696
11,8807
2,47
9,7639
11,2523
7,7169
4,9478
11,4365
10,5457
10,4718
7,0002
5,6281
16,014
9,0009
10,2018
4,5687
11,7817
13,981
12,5657
6,5785
6,2261
1,3093
-2,5495
1,4885
7,2871
8,2469
9,5541
9,0875
16,8015
17,6934
15,3971
17,4707
9,3011
6,6036
4,5883
14,1286
12,3572
12,4173
9,3495
5,6069
3,2587
-2,0408
6,9078
7,0565
5,9559
8,7494
8,2959
19,7909
10,9384
5,0909
10,0082
10,7264
12,5403
7,0308
3,1458
10,2023
18,3591
8,498
7,0056
7,0968
9,8621
17,1815
5,0876
12,9669
8,6567
9,7628
2,094
10,8877
14,1345
10,4865
-0,1458
3,9332
12,1608
6,4859
4,8682
15,4387
9,1097
15,4508
7,135
1,2222
12,3523
0,734
2,664
1,2187
11,7364
19,4589
12,2447
6,664
3,1787
6,6886
9,5205
16,3294
20,4098
15,6261
9,7628
13,3617
17,8815
11,1096
11,3168
16,4667
7,314
16,4586
11,0724
18,5229
9,3319
2,3041
9,5845
7,0311
12,3865
19,2029
1,3793
5,9349
12,9767
17,2367
7,7528
8,5953
11,2413
10,7206
6,437
10,6699
12,3682
7,9838
18,1535
9,5346
19,6945
11,2776
11,2379
15,4319
17,2171
16,1496
7,8325
11,1203
9,0416
4,1556
15,5118
6,584
13,1418
15,7335
-0,6404
2,1766
10,0166
12,7254
17,5961
14,3597
3,8664
9,4471
18,2499
-2,1935
-0,2532
14,1574
6,8143
12,2496
15,6138
11,1687
17,1269
8,2943
9,2524
13,7538
14,4454
8,2665
14,5613
14,005
10,7329
4,4382
7,6014
15,6866
11,2825
9,588
20,4493
12,0533
15,7014
18,2238
14,2433
16,4694
13,6954
11,5527
15,994
7,5228
8,6481
24,1538
6,3337
13,8432
6,5327
14,5851
16,9032
10,2806
14,9476
5,786
13,3139
15,663
17,8381
-0,7157
13,2214
13,5186
8,2813
13,2125
23,0985
4,9848
10,6417
1,7419
13,7846
20,0183
8,3695
16,2128
16,2905
5,7781
15,6056
15,9658
13,146
6,7097
15,6374
5,1672
9,4095
17,0265
12,5952
4,8977
6,3598
6,3335
8,9341
13,4939
11,8835
5,8902
7,5776
0,4321
9,3296
8,1934
11,2815
7,6302
8,4693
7,5129
9,8289
8,4848
15,1163
19,1148
4,0279
0,9046
9,7936
2,773
2,63
7,0948
21,6774
4,5116
8,2419
0,1854
14,1173
19,0863
4,9215
13,98
8,3493
8,6959
11,7614
1,1775
7,2112
16,8963
13,8022
2,3811
7,8812
6,1544
15,8789
9,7223
6,9952
20,9564
5,694
14,2309
2,4889
7,9482
19,6537
12,9758
12,0129
14,7907
13,0396
18,4041
11,489
15,7782
11,4796
13,9386
6,7745
